cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
114,19.5,19.5,75.5,18,1,0,0,1
105,18.5,18.5,83,18.5,2,0,0,1
158,19,19,83,13,2,0,0,1
779,19.5,19.5,80.5,13,2,0,0,1
2572,20.5,20.5,73.5,12,1,0,0,1
4641,22,22,65,7,1,0,0,1
2469,23,23,59,15,1,0,0,1
1295,22,22,63,13,1,0,0,1
918,22,22,67,8.5,7,0,0,1
1510,24,24,61,6.5,2,0,0,1
1614,24,24,59,12,1,0,0,1
1594,25.5,25.5,52.5,9,2,0,0,1
1759,26,26,54,13,1,0,0,1
2412,26,26,51,18.5,1,0,0,1
4193,24.5,24.5,61,18.5,7,0,0,1
4084,25,25,57,20.5,2,0,0,1
2605,22.5,22.5,63,23,2,0,0,1
1888,21.5,21.5,62.5,17,1,0,0,1
1453,21,21,64,19,1,0,0,1
1026,20.5,20.5,64,18.5,1,0,0,1
785,19,19,68,13,1,0,0,1
159,18,18,73,13,1,0,0,1
279,17.5,17.5,66,10,1,0,0,1
173,17,17,68,6.5,1,0,0,1
121,16,16,77,5,1,0,0,1
106,16,16,77,6,1,0,0,1
157,15.5,15.5,79.5,6,1,0,0,1
668,16.5,16.5,72.5,11,1,0,0,1
2226,18,18,62,14,1,0,0,1
4412,19.5,19.5,54.5,13,1,0,0,1
2515,20,20,53,15,1,0,0,1
1453,21.5,21,48.5,14,1,0,0,1
1545,22.5,22,45.5,13,1,0,0,1
1911,24,24,45.5,16,1,0,0,1
1960,24,24,45.5,18.5,1,0,0,1
2000,24.5,24.5,48.5,24,1,0,0,1
2080,23,23,55,28,1,0,0,1
2757,22.5,22.5,59,29,1,0,0,1
4191,22,22,63,27,1,0,0,1
3656,22,22,61,26,1,0,0,1
2388,21,21,66.5,30.5,1,0,0,1
1787,20,20,71,28,1,0,0,1
1335,19.5,19.5,75.5,23,1,0,0,1
1020,19,19,78,18.5,1,0,0,1
712,18.5,18.5,83,24,7,0,0,1
376,18,18,91,28.5,7,0,1,1
375,18,18,94,16.5,7,0,1,1
278,19,19,91,8,2,0,1,1
202,19,19,94,6,1,0,1,1
148,19,19,94,4,1,0,1,1
114,19,19,94,0,1,0,1,1
150,20,20,91,3,1,0,1,1
353,20.5,20.5,85.5,15.5,1,0,1,1
701,21.5,21.5,78,24,2,0,1,1
1178,23.5,23.5,59.5,26,1,0,1,1
1823,24,24,57,28,2,0,1,1
2381,25,25,54,22,2,0,1,1
2848,26,26,51,19,1,0,1,1
3184,27,27,46.5,21,2,0,1,1
3272,27,27,46.5,21.5,1,0,1,1
3219,26.5,26.5,46.5,21,1,0,1,1
3236,26.5,26.5,45,24,1,0,1,1
3391,26,26,45,22,1,0,1,1
2876,25,25,45.5,23,1,0,1,1
2429,23.5,23.5,47,22,1,0,1,1
2061,21.5,21.5,51.5,18.5,1,0,1,1
1450,20,20,54.5,17,1,0,1,1
1180,19,19,62,15,1,0,1,1
1058,19,19,64,13,1,0,1,1
907,19,19,64,12,1,0,1,1
670,18.5,18.5,66,10,1,0,1,1
531,17.5,17.5,66,11,1,0,1,1
372,17,17,68,9,2,0,1,1
217,17,17,68,9,2,0,1,1
120,17,17,73,9,1,0,1,1
236,17,17,73,10,1,0,1,1
260,18,18,68,5.5,1,0,1,1
303,17.5,17.5,72.5,11,7,0,1,1
465,16,16,83,9,7,0,1,1
745,16,16,83,7,7,0,1,1
1345,16,16,83,7,7,0,1,1
1781,17,17,80,13,2,0,1,1
2193,19.5,19.5,68.5,17,2,0,1,1
2550,21.5,21.5,55,12,2,0,1,1
2909,23,23,48.5,17,2,0,1,1
2990,22.5,22.5,47,21,2,0,1,1
2771,22,21,47,26,2,0,1,1
2524,20.5,20.5,56.5,21.5,2,0,1,1
1956,20.5,20.5,53,20.5,2,0,1,1
1506,20,20,49,20,1,0,1,1
1021,19,19,56,19.5,1,0,1,1
755,18,18,60,19.5,1,0,1,1
589,17.5,17.5,64,13,1,0,1,1
401,17,17,68,16,1,0,0,1
167,16,16,77,18,1,0,0,1
94,16,16,77,14,1,0,0,1
70,15,15,79.5,11,1,0,0,1
56,14.5,14.5,79.5,11,1,0,0,1
158,14,14,82,13,1,0,0,1
746,14.5,14.5,79.5,11,1,0,0,1
2364,16.5,16.5,70,11,1,0,0,1
4549,17.5,17.5,64,13,2,0,0,1
2251,19,19,54,18,3,0,0,1
1259,19.5,19.5,50.5,21,2,0,0,1
1272,20.5,20.5,47.5,17,2,0,0,1
1536,21.5,21,47,20.5,3,0,0,1
1619,22,21,47,17,3,0,0,1
1482,22.5,21.5,42.5,18,2,0,0,1
1813,23,22.5,42.5,20,2,0,0,1
2469,23,22,41,19.5,1,0,0,1
4501,23,22,41,18,1,0,0,1
4470,22.5,22,45.5,18.5,1,0,0,1
2845,21.5,21,48.5,18,1,0,0,1
1839,20.5,20.5,51.5,16,1,0,0,1
1270,19.5,19.5,54.5,13,1,0,0,1
800,19,19,60,11,1,0,0,1
589,17.5,17.5,66,8,1,0,0,1
322,17,17,64,6.5,1,0,0,1
187,17,17,68,5,1,0,0,1
129,17.5,17.5,66,6.5,1,0,0,1
68,18,18,62,7.5,1,0,0,1
49,16.5,16.5,66,7,1,0,0,1
159,17,17,68,11,1,0,0,1
798,17,17,68,15,1,0,0,1
2589,19,19,66,16,1,0,0,1
4867,19.5,19.5,66,13,2,0,0,1
2309,19,19,75.5,19.5,3,0,0,1
1217,20,20,73,19.5,4,0,0,1
1085,21.5,21.5,65,28.5,2,0,0,1
1437,22.5,22.5,57,27,2,0,0,1
1492,22.5,22.5,53,32,3,0,0,1
1454,22.5,22.5,51.5,30.5,3,0,0,1
1682,23,23,45.5,33,2,0,0,1
2344,22.5,21.5,42.5,30.5,2,0,0,1
4351,22,21,41,30,1,0,0,1
4346,21.5,21,45,28.5,1,0,0,1
2709,20.5,20.5,41.5,35,1,0,0,1
1768,19.5,19.5,44.5,32.5,1,0,0,1
1150,18,18,49,30,1,0,0,1
832,17,17,56,28.5,1,0,0,1
564,16.5,16.5,61,24,2,0,0,1
345,16,16,68,23,2,0,0,1
156,16,16,68,23,3,0,0,1
88,16,16,70,27,3,0,0,1
49,15.5,15.5,70,23,7,0,0,1
50,16,16,68,25,3,0,0,1
101,16,16,70,26,7,0,0,1
716,15.5,15.5,79.5,26,7,0,0,1
2471,15.5,15.5,82.5,26,3,0,0,1
4702,17,17,73,22,3,0,0,1
2457,17.5,17.5,68.5,25,3,0,0,1
1242,19,19,60,28,3,0,0,1
1209,19,19,60,29,3,0,0,1
1346,20,20,56,22.5,3,0,0,1
1289,19.5,19.5,66.5,17.5,7,0,0,1
1451,19.5,19.5,64,26,7,0,0,1
1749,20,20,58.5,25,2,0,0,1
2839,19.5,19.5,66,29.5,3,0,0,1
5560,20,20,53,30,2,0,0,1
4721,20,20,49,26,2,0,0,1
3313,20,20,44.5,24,1,0,0,1
2243,19,19,47.5,19.5,1,0,0,1
1614,18,18,49,17,2,0,0,1
1143,17,17,52,16,1,0,0,1
849,16,16,55,16,1,0,0,1
400,16,16,55,14,1,0,0,1
212,15.5,15.5,59,14,1,0,0,1
111,14,14,67,15,1,0,0,1
81,14,14,63,18.5,1,0,0,1
76,14,14,63,18,1,0,0,1
269,13,13,67,17,1,0,0,1
1724,13,13,67,16,1,0,0,1
5309,13.5,13.5,65,17,1,0,0,1
7531,14.5,14.5,61,19,2,0,0,1
4832,15,15,59,16,2,0,0,1
2760,16.5,16.5,50.5,10,2,0,0,1
2627,18,18,43,8.5,2,0,0,1
2778,19,19,40.5,9,1,0,0,1
3109,19.5,19.5,36,11,1,0,0,1
3231,21,21,34,10,1,0,0,1
4076,22,21,30,9,1,0,0,1
6033,23,22,26,11,1,0,0,1
7860,23,22,27,11,1,0,0,1
6913,22.5,21.5,29,13,1,0,0,1
4654,22,21,29,7,1,0,0,1
3156,22,21,32,6.5,1,0,0,1
2179,19.5,19.5,54.5,12,1,0,0,1
1545,18.5,18.5,58,16,1,0,0,1
1038,18,18,60,13,1,0,0,1
582,17,17,64,17,1,0,0,1
271,16.5,16.5,66,15,1,0,0,1
153,16,16,68,12,1,0,0,1
74,15,15,72,9,1,0,0,1
69,15,15,72,8,1,0,0,1
132,15,15,70,6.5,1,0,0,1
718,16,16,68,9,1,0,0,1
2394,17.5,17.5,62,9,1,0,0,1
4496,19.5,19.5,49,10,1,0,0,1
2640,20.5,20.5,43,12,1,0,0,1
1606,22,21,41,13,1,0,0,1
1623,23,22,38,14,1,0,0,1
2098,24,23,34,15,1,0,0,1
2088,25,24,31,17,1,0,0,1
2188,25.5,24.5,28,15,1,0,0,1
2391,26,25,23.5,14,1,0,0,1
3122,26,25,25,18,1,0,0,1
4453,25.5,24.5,26,18,1,0,0,1
3836,24.5,23.5,26.5,15,1,0,0,1
2728,24,23,32.5,15,1,0,0,1
1776,23,22,38,13,1,0,0,1
1419,22.5,21.5,41,10,1,0,0,1
1065,21,21,57,11,1,0,0,1
857,20,20,58,13,1,0,0,1
982,19,19,64,8,1,0,1,1
686,19,19,68,7,1,0,1,1
486,18,18,73,2,1,0,1,1
313,18,18,73,5,1,0,1,1
148,18,18,73,2,1,0,1,1
122,17.5,17.5,75,6,1,0,1,1
222,19,19,56,20.5,1,0,1,1
359,20,20,54.5,18,1,0,1,1
735,20.5,20.5,58,17,1,0,1,1
1237,22,22,55,19,2,0,1,1
2019,22.5,22.5,53.5,19,2,0,1,1
2511,23.5,23.5,48.5,20.5,2,0,1,1
3211,25,25,45.5,21,2,0,1,1
3232,23.5,23.5,50,26,3,0,1,1
3519,24,24,44,21.5,2,0,1,1
3708,25,25,39,25,1,0,1,1
3693,25.5,25.5,35,26,1,0,1,1
3418,25,25,37.5,23,1,0,1,1
3193,24,23,39,25,1,0,1,1
2763,22.5,21.5,42.5,25,1,0,1,1
1992,21,21,50,23,1,0,1,1
1450,21,21,50,21,1,0,1,1
1182,20,20,53,19.5,1,0,1,1
910,19.5,19.5,64.5,18,7,0,1,1
764,18,18,75.5,18,7,0,1,1
636,17.5,17.5,77.5,19.5,7,0,1,1
376,16.5,16.5,85.5,16,7,0,1,1
337,16,16,83,19,1,0,1,1
231,16,16,83,21,1,0,1,1
106,16,16,83,19.5,1,0,1,1
156,16,16,80,20.5,7,0,1,1
194,17,17,77,18.5,7,0,1,1
412,17.5,17.5,75,18,3,0,1,1
846,19,19,70.5,20.5,3,0,1,1
1437,20,20,62,27,2,0,1,1
1906,20,20,64,24,3,0,1,1
2174,20,20,69,23,3,0,1,1
2430,20,20,71,26,3,0,1,1
2208,21,21,64,27,3,0,1,1
2121,21.5,21.5,62.5,28.5,3,0,1,1
2088,22,22,65,29,2,0,1,1
738,20,20,76,27,7,0,1,1
923,19,19,80.5,19.5,2,0,1,1
770,19,19,78,23,2,0,1,1
816,18.5,18.5,80.5,22.5,2,0,1,1
562,18,18,83,18.5,2,0,1,1
590,18,18,83,18,1,0,1,1
419,18,18,83,17,1,0,1,1
343,18,18,83,19,3,0,0,1
183,18,18,83,17,3,0,0,1
110,18,18,83,17,3,0,0,1
53,17.5,17.5,85.5,16,3,0,0,1
66,18,18,83,15,4,0,0,1
130,18,18,83,10,3,0,0,1
1364,17.5,17.5,85.5,16,7,0,0,1
2696,17,17,88,16,7,0,0,1
1335,17.5,17.5,85.5,15,7,0,0,1
766,18,18,88,13,7,0,0,1
834,19,19,85.5,18,7,0,0,1
929,19,19,88,20,3,0,0,1
1044,20,20,83,22,3,0,0,1
1175,20.5,20.5,75.5,26,3,0,0,1
1303,21,21,73,24,3,0,0,1
1912,21,21,69,25,3,0,0,1
3793,21,21,69,24,3,0,0,1
3620,20,20,78,28,3,0,0,1
2172,20,20,78,21,3,0,0,1
1282,20,20,78,21,3,0,0,1
792,19,19,88,24,7,0,0,1
628,19,19,83,26.5,3,0,0,1
390,19,19,78,27.5,4,0,0,1
276,19,19,78,26,4,0,0,1
157,19,19,78,20,3,0,0,1
132,18.5,18.5,80.5,19,3,0,0,1
73,18,18,80.5,20,3,0,0,1
65,18,18,83,18,4,0,0,1
132,18,18,80.5,19.5,3,0,0,1
727,17.5,17.5,83,17,3,0,0,1
2520,18,18,83,15,3,0,0,1
4600,18,18,78,15,3,0,0,1
2419,19,19,73,18,3,0,0,1
1123,19,19,75.5,16,3,0,0,1
1125,19,19,78,12,3,0,0,1
1493,20,20,71,16,3,0,0,1
1549,20,20,69,16,3,0,0,1
1508,21,21,66.5,17,3,0,0,1
1601,21,21,69,18,3,0,0,1
2169,21.5,21.5,67,16,4,0,0,1
4265,22,22,61,15,3,0,0,1
4218,22,22,61,16,3,0,0,1
1985,21.5,21.5,69,12,7,0,0,1
1125,19,19,91,11,7,0,0,1
915,19,19,88,8,7,0,0,1
656,19,19,88,12,7,0,0,1
515,19,19,88,11,7,0,0,1
304,18,18,94,13,3,0,0,1
206,18,18,91,12,4,0,0,1
91,18,18,88,13,3,0,0,1
67,18,18,88,13,3,0,0,1
47,18,18,88,12,3,0,0,1
122,18,18,94,10,7,0,0,1
664,18,18,94,12,3,0,0,1
1800,18.5,18.5,91,13,7,0,0,1
3423,19,19,88,11,3,0,0,1
2041,19.5,19.5,85.5,13,3,0,0,1
1099,21.5,21.5,73.5,16,7,0,0,1
1085,19,19,85.5,17,7,0,0,1
1427,18.5,18.5,83,19,3,0,0,1
1595,18.5,18.5,80.5,15,3,0,0,1
1478,19.5,19.5,75.5,12,3,0,0,1
1739,21,21,69,15,2,0,0,1
2322,22,22,61,12,2,0,0,1
4188,22,22,61,12,3,0,0,1
4037,22,22,61,8.5,3,0,0,1
2445,22,22,61,9,3,0,0,1
1715,21.5,21.5,58.5,8,3,0,0,1
1188,21,21,58.5,7.5,2,0,0,1
861,20.5,20.5,58.5,7,2,0,0,1
630,19.5,19.5,58,8,1,0,0,1
374,18,18,60,7,1,0,0,1
207,17,17,66,6,2,0,0,1
149,18,18,78,11.5,3,0,0,1
88,18,18,83,20,7,0,0,1
91,18,18,78,19,3,0,0,1
129,18,18,73,17.5,3,0,0,1
774,18,18,78,16,3,0,0,1
2445,18.5,18.5,73,20.5,3,0,0,1
4686,19,19,68,25,3,0,0,1
2567,20.5,20.5,62,28,2,0,0,1
1295,20,20,62,29.5,2,0,0,1
1277,22,22,57,26,2,0,0,1
1704,22,22,57,25,3,0,0,1
1651,22,22,57,27,3,0,0,1
1603,23.5,23.5,55.5,24,2,0,0,1
1870,23.5,23.5,55.5,25,2,0,0,1
2429,23,23,57.5,27,2,0,0,1
4319,21,21,60,27,1,0,0,1
4375,21,21,60,28.5,1,0,0,1
2654,20.5,20.5,62,27,1,0,0,1
1800,20,20,64,29.5,1,0,0,1
1127,19,19,64,28.5,1,0,0,1
919,19,19,68,23.5,7,0,0,1
773,18.5,18.5,73,11,1,0,0,1
445,18,18,73,11,1,0,0,1
265,18,18,70.5,9,2,0,0,1
170,17,17,75,7.5,1,0,0,1
101,17,17,75,6,1,0,0,1
98,17,17,77,8,1,0,0,1
154,17,17,77,12,3,0,0,1
693,18.5,18.5,80.5,22,3,0,0,1
2102,20,20,78,23,3,0,0,1
4204,20.5,20.5,71,22,3,0,0,1
2321,21,21,69,23,3,0,0,1
1318,22,22,65,20.5,3,0,0,1
1387,22.5,22.5,59,25,3,0,0,1
1781,23.5,23.5,55.5,25,2,0,0,1
1915,24,24,47,30,2,0,0,1
1882,24.5,24.5,44,29.5,2,0,0,1
2020,24,24,45.5,30.5,2,0,0,1
2621,23,23,48.5,28,2,0,0,1
4115,22,22,50,24,2,0,0,1
3512,22,22,53,21,2,0,0,1
2278,21.5,21.5,55,21,2,0,0,1
1737,20.5,20.5,58.5,19.5,2,0,0,1
1300,19.5,19.5,62,19.5,2,0,0,1
1043,19,19,62,20.5,3,0,0,1
1043,18.5,18.5,54,21.5,3,0,0,1
840,17.5,17.5,62,23,2,0,1,1
610,16.5,16.5,66,22,2,0,1,1
469,16,16,65.5,21.5,2,0,1,1
307,15.5,15.5,70,17,2,0,1,1
210,14.5,14.5,74.5,18,1,0,1,1
172,14.5,14.5,74.5,19,1,0,1,1
173,15,15,72,17,1,0,1,1
312,16,16,68,16,1,0,1,1
643,17,17,64,17,2,0,1,1
1216,18.5,18.5,51,16,2,0,1,1
1807,19.5,19.5,42,18,2,0,1,1
2402,20.5,20.5,36.5,21.5,2,0,1,1
2989,21.5,21,34,18,2,0,1,1
3200,22,21,33,19.5,1,0,1,1
3423,22.5,21.5,34.5,19.5,1,0,1,1
3471,23,22,32,17,1,0,1,1
3491,23,22,33,12,1,0,1,1
3378,23.5,22.5,32,15,1,0,1,1
2974,21.5,21,45.5,18,1,0,1,1
2395,20,20,53,18,1,0,1,1
1476,18.5,18.5,60,16,7,0,1,1
878,18,18,62,16,7,0,1,1
775,17.5,17.5,64,15,1,0,1,1
880,17,17,66,12,1,0,1,1
855,17,17,59,9,1,0,1,1
704,17,17,59,9,1,0,1,1
503,17,17,59,9,1,0,1,1
348,16,16,68,12,1,0,1,1
247,16,16,68,12,1,0,1,1
138,16,16,68,14,7,0,1,1
114,15.5,15.5,79.5,17,7,0,1,1
183,15.5,15.5,79.5,12,7,0,1,1
416,17,17,63.5,18.5,1,0,1,1
891,18.5,18.5,52,20,1,0,1,1
1625,20.5,20.5,49.5,26,2,0,1,1
2163,22,21,45.5,24,1,0,1,1
2829,23,22.5,42.5,27,2,0,1,1
2959,23,22.5,42.5,28,2,0,1,1
3025,23.5,23.5,42.5,28,1,0,1,1
3049,24.5,24.5,41.5,29.5,1,0,1,1
3286,25,24,34,30,1,0,1,1
3199,24,23,34,29.5,1,0,1,1
2978,24,23,28,25,1,0,1,1
2421,23.5,22.5,25.5,22,1,0,1,1
1834,22.5,21.5,23.5,21,1,0,1,1
1355,20.5,20.5,30.5,16,1,0,1,1
934,20,20,36.5,9,1,0,1,1
637,18.5,18.5,51.5,8,1,0,1,1
387,18,18,70.5,9,1,0,0,1
201,17.5,17.5,75,5,1,0,0,1
143,17,17,77,5.5,1,0,0,1
97,17,17,77,6.5,1,0,0,1
66,17,17,77,5.5,4,0,0,1
129,17,17,77,5,4,0,0,1
716,18,18,75.5,6.5,3,0,0,1
1834,18,18,75.5,7,3,0,0,1
2418,17.5,17.5,77.5,7.5,7,0,0,1
1921,17,17,85.5,7.5,7,0,0,1
982,17.5,17.5,91,8,3,0,0,1
982,19.5,19.5,83,8,3,0,0,1
1412,21,21,78,13,3,0,0,1
2269,23,23,71.5,25,3,0,0,1
4223,23,23,71.5,24,2,0,0,1
3880,22,22,75.5,23,3,0,0,1
2134,21,21,83,23,7,0,0,1
1406,21,21,83,19.5,3,0,0,1
952,20.5,20.5,78,24,2,0,0,1
589,20,20,78,25,2,0,0,1
422,19.5,19.5,75.5,23,3,0,0,1
265,18.5,18.5,62,31.5,3,0,0,1
145,17,17,70.5,22,1,0,0,1
86,17,17,70.5,23,1,0,0,1
58,16,16,77,18.5,1,0,0,1
48,16,16,77,17,1,0,0,1
150,16,16,77,18,1,0,0,1
819,16,16,74.5,18.5,1,0,0,1
2455,17.5,17.5,66,19.5,1,0,0,1
4618,19,19,64,24,1,0,0,1
2572,19.5,19.5,62,24,2,0,0,1
1345,21.5,21.5,53.5,20,2,0,0,1
1359,22.5,22.5,51.5,18.5,2,0,0,1
1714,24,24,45.5,25,2,0,0,1
1741,24.5,24.5,44.5,21,3,0,0,1
1629,25.5,25.5,40.5,21,2,0,0,1
1816,24.5,24.5,40,26,1,0,0,1
2577,25,25,36,27,1,0,0,1
4666,24.5,24.5,38.5,29,1,0,0,1
4753,23.5,23.5,42.5,28,1,0,0,1
2841,22.5,22.5,53.5,26,2,0,0,1
2000,21,21,60,21.5,2,0,0,1
1458,20,20,64,18.5,1,0,0,1
963,19,19,66,20,1,0,0,1
618,19,19,64,20,2,0,0,1
358,18.5,18.5,66,15,2,0,0,1
179,17.5,17.5,72.5,14,1,0,0,1
124,17,17,77,15,1,0,0,1
93,16.5,16.5,77,13,1,0,0,1
57,16,16,77,10,1,0,0,1
161,16,16,77,9,1,0,0,1
804,17,17,73,13,1,0,0,1
2574,18.5,18.5,66,16,2,0,0,1
4654,19,19,64,20.5,2,0,0,1
2492,20.5,20.5,58.5,19.5,2,0,0,1
1267,21,21,53.5,19.5,2,0,0,1
1268,22,21.5,48.5,21,2,0,0,1
1666,22.5,22,45.5,23,2,0,0,1
1709,22.5,22,47,24,2,0,0,1
1637,21.5,21,50,24,1,0,0,1
1537,21.5,21,50,28,7,0,0,1
2080,19,19,62,24,7,0,0,1
4148,20,20,60.5,19,2,0,0,1
4307,21,21,57,16,2,0,0,1
2393,20.5,20.5,58.5,15,2,0,0,1
1692,19.5,19.5,54.5,17,2,0,0,1
1187,19,19,56,16,2,0,0,1
898,19,19,54,15.5,1,0,0,1
630,18.5,18.5,58,19,1,0,0,1
313,17.5,17.5,62,14,1,0,0,1
177,16.5,16.5,66,16,1,0,0,1
102,15.5,15.5,70,10,1,0,0,1
88,14.5,14.5,74.5,11,1,0,0,1
70,14,14,77,13,1,0,0,1
154,13.5,13.5,79.5,14,1,0,0,1
795,14,14,77,14,1,0,0,1
2491,15,15,72,13,2,0,0,1
4536,16.5,16.5,66,14,2,0,0,1
2389,17,17,64,14,2,0,0,1
1357,18,18,60,14,2,0,0,1
1277,18.5,18.5,56,14,2,0,0,1
1716,20,20,47.5,14,2,0,0,1
1857,20.5,20.5,44.5,15,2,0,0,1
1781,21.5,21,40.5,18,1,0,0,1
1738,21,21,41.5,17,1,0,0,1
2467,21,21,43,18.5,1,0,0,1
4242,21.5,21,39,15,1,0,0,1
4079,21,21,40,14,1,0,0,1
2594,21,21,40,14,1,0,0,1
1783,20,20,43,13,1,0,0,1
1308,20,20,47.5,8,1,0,0,1
1014,19,19,54,11,2,0,0,1
764,19,19,52,7,1,0,0,1
433,18.5,18.5,52.5,8,1,0,0,1
268,18,18,56,7.5,1,0,0,1
156,17.5,17.5,56,6,1,0,0,1
113,17,17,59,5.5,1,0,0,1
70,17,17,59,6,1,0,0,1
143,17,17,59,6.5,1,0,0,1
679,17,17,59,8.5,1,0,0,1
1957,16.5,16.5,63.5,11,1,0,0,1
3524,17,17,64,11,7,0,0,1
1760,17,17,70.5,10,7,0,0,1
703,17,17,70.5,8,7,0,0,1
344,16.5,16.5,80,7,7,0,0,1
338,16,16,77,7.5,7,0,0,1
295,16,16,83,13,7,0,0,1
293,15,15,88,19,7,0,0,1
243,15,15,88,19.5,7,0,0,1
269,14,14,91,14,7,0,0,1
907,14,14,94,17,7,0,0,1
1490,14,14,91,19,3,0,0,1
674,14.5,14.5,88,16,7,0,0,1
367,14,14,94,15,3,0,0,1
407,14,14,88,15,3,0,0,1
398,14,14,88,14,7,0,0,1
203,14,14,91,11,7,0,0,1
189,14,14,91,16,7,0,1,1
160,14,14,88,15,7,0,1,1
111,13,13,88,19.5,7,0,1,1
83,13,13,82,23,7,0,1,1
112,12.5,12.5,85,19.5,7,0,1,1
105,12.5,12.5,85,16,3,0,1,1
139,13.5,13.5,82.5,22,2,0,1,1
269,13.5,13.5,79.5,26,2,0,1,1
595,14.5,14.5,70,25,2,0,1,1
1069,15.5,15.5,63.5,28,2,0,1,1
1569,16,16,55.5,29.5,2,0,1,1
2112,17.5,17.5,49,28,2,0,1,1
2626,18,18,49,26,2,0,1,1
2742,19,19,43,24,1,0,1,1
2876,19.5,19.5,41.5,25,1,0,1,1
3105,19.5,19.5,44.5,22,1,0,1,1
2909,20,20,44.5,18,1,0,1,1
2737,20,20,46,17.5,1,0,1,1
2460,20.5,20.5,44.5,10,1,0,1,1
2147,20,20,44.5,7.5,1,0,1,1
1649,20,20,46,12,1,0,1,1
1113,19,19,49,12.5,1,0,1,1
887,18.5,18.5,50.5,17,1,0,1,1
844,17,17,59,19,1,0,1,1
733,16,16,63,15,1,0,1,1
605,15,15,68,12,1,0,1,1
469,15,15,68,13,1,0,1,1
344,14,14,72,12,1,0,1,1
222,14,14,69.5,9,1,0,1,1
149,14,14,65,7,1,0,1,1
163,15,15,61,7.5,1,0,1,1
216,15.5,15.5,72,10,1,0,1,1
337,16,16,68,16,2,0,1,1
273,15.5,15.5,77,16,7,0,1,1
209,15,15,88,14,7,0,1,1
239,14,14,88,19.5,7,0,1,1
585,14,14,85,13,3,0,1,1
602,14,14,88,16,3,0,1,1
615,14.5,14.5,85,19.5,7,0,1,1
806,15,15,82,19.5,7,0,1,1
786,15,15,88,19.5,7,0,1,1
1064,16,16,85.5,20,7,0,1,1
1069,17,17,85.5,19.5,3,0,1,1
879,18,18,83,20,2,0,1,1
770,18,18,78,20,2,0,1,1
521,17.5,17.5,80.5,24,2,0,1,1
432,17,17,80,24,3,0,1,1
310,16,16,83,24,3,0,1,1
211,16,16,83,24,7,0,0,1
122,16,16,83,23,7,0,0,1
78,16,16,83,23,3,0,0,1
33,16,16,83,22,7,0,0,1
46,16,16,83,26,4,0,0,1
108,16,16,83,27,4,0,0,1
635,16.5,16.5,80,26,3,0,0,1
1935,17,17,77,26,3,0,0,1
3834,17.5,17.5,75,30.5,3,0,0,1
1892,17,17,77,30,3,0,0,1
1016,19,19,64,24,3,0,0,1
948,19,19,64,30.5,3,0,0,1
1312,20.5,20.5,58.5,27,2,0,0,1
1479,20.5,20.5,54.5,33,3,0,0,1
1344,21,21,50,32,2,0,0,1
1494,20,20,49,37,2,0,0,1
2001,19.5,19.5,50.5,35,3,0,0,1
3881,19,19,52,30.5,2,0,0,1
3903,19,19,52,31,3,0,0,1
2271,18,18,56,31,2,0,0,1
1413,18,18,56,28,2,0,0,1
888,17,17,59,28,2,0,0,1
646,16,16,68,26,3,0,0,1
414,16,16,72,26.5,3,0,0,1
259,16,16,72,28.5,3,0,0,1
175,16,16,72,31,7,0,0,1
94,15.5,15.5,74.5,30.5,7,0,0,1
64,15,15,77,27,4,0,0,1
51,15,15,74.5,26,3,0,0,1
139,15,15,72,29.5,4,0,0,1
799,14,14,77,22,2,0,0,1
2414,15.5,15.5,70,27,2,0,0,1
4471,16.5,16.5,61,33,2,0,0,1
2124,17,17,56,34,2,0,0,1
1119,17.5,17.5,54,31.5,3,0,0,1
1165,18.5,18.5,50.5,34,3,0,0,1
1541,19,19,49,32.5,3,0,0,1
1472,19.5,19.5,46,37,2,0,0,1
1553,20,20,43,29,2,0,0,1
1642,20,20,43,28,1,0,0,1
2181,20,20,43,31,1,0,0,1
4090,20,20,43,28,2,0,0,1
4200,19,19,49,25.5,7,0,0,1
2527,18,18,47.5,27,1,0,0,1
1613,17,17,56,20.5,2,0,0,1
1100,16,16,63,16,3,0,0,1
774,16,16,55,20,1,0,0,1
534,15,15,63,20,1,0,0,1
270,14.5,14.5,65,20.5,1,0,0,1
146,14,14,67,19.5,1,0,0,1
102,13,13,77,20,1,0,0,1
60,12.5,12.5,79.5,18,1,0,0,1
50,12,12,77,19,1,0,0,1
137,12,12,79.5,19.5,1,0,0,1
764,12,12,77,17,2,0,0,1
2355,13.5,13.5,69.5,19,2,0,0,1
4457,14.5,14.5,65,20.5,2,0,0,1
2271,16,16,59.5,22,2,0,0,1
1256,16.5,16.5,53.5,21,2,0,0,1
1247,17.5,17.5,50.5,24,2,0,0,1
1564,18,18,47.5,21.5,3,0,0,1
1666,18,18,49,19,2,0,0,1
1522,18.5,18.5,47.5,22,2,0,0,1
1785,19,19,46,20,2,0,0,1
2222,19,19,46,19,2,0,0,1
4029,19,19,46,19.5,2,0,0,1
4023,18,18,54,22,2,0,0,1
2627,18,18,54,18.5,1,0,0,1
1652,17,17,60,21.5,2,0,0,1
1159,16,16,63,16,2,0,0,1
778,16,16,63,17,1,0,0,1
619,15.5,15.5,65.5,16,2,0,0,1
318,15,15,70,14,7,0,0,1
178,15,15,68,14,3,0,0,1
121,15,15,68,15,3,0,0,1
